book,genre,rank,ngram,count
AutobiographyOfBenjaminFranklin,autobiography,78,street,51
AutobiographyOfBenjaminFranklin,autobiography,79,since,51
AutobiographyOfBenjaminFranklin,autobiography,80,met,50
AutobiographyOfBenjaminFranklin,autobiography,81,country,50
AutobiographyOfBenjaminFranklin,autobiography,82,books,50
AutobiographyOfBenjaminFranklin,autobiography,83,sometimes,49
AutobiographyOfBenjaminFranklin,autobiography,84,boston,49
AutobiographyOfBenjaminFranklin,autobiography,85,way,49
AutobiographyOfBenjaminFranklin,autobiography,86,three,49
AutobiographyOfBenjaminFranklin,autobiography,87,long,49
AutobiographyOfBenjaminFranklin,autobiography,88,occasion,48
AutobiographyOfBenjaminFranklin,autobiography,89,return,48
AutobiographyOfBenjaminFranklin,autobiography,90,set,47
AutobiographyOfBenjaminFranklin,autobiography,91,perhaps,47
AutobiographyOfBenjaminFranklin,autobiography,92,others,47
AutobiographyOfBenjaminFranklin,autobiography,93,small,46
AutobiographyOfBenjaminFranklin,autobiography,94,letters,46
AutobiographyOfBenjaminFranklin,autobiography,95,order,46
AutobiographyOfBenjaminFranklin,autobiography,96,brought,46
AutobiographyOfBenjaminFranklin,autobiography,97,service,45
AutobiographyOfBenjaminFranklin,autobiography,98,done,45
AutobiographyOfBenjaminFranklin,autobiography,99,things,45
AutobiographyOfBenjaminFranklin,autobiography,100,friend,44
